,title,description,link,published
213,WSJ узнала о планах выпуска Apple складных и более тонких iPhone,"Новые модели могут быть меньше нынешних 8-миллиметровых за счет упрощения системы камер. Складных моделей планируется две: одна по размерам будет ближе к iPhone, другая — к ноутбукам",https://www.rbc.ru/technology_and_media/15/10/2024/670e94299a79472cf9ca7ff0,"Sun, 15 Dec 2024 21:41:47 +0300"
214,Матрос рассказал о крушении танкера в Керченском проливе,"Матрос танкера &laquo;Волгонефть&nbsp;212&raquo;, потерпевшего крушение в Керченском проливе, рассказал РЕН ТВ, как тонуло судно.",https://www.rbc.ru/rbcfreenews/675ee85b9a79476e8f3caa49,"Sun, 15 Dec 2024 21:37:12 +0300"
215,"Чемезов рассказал о решении Путина, которое спасло российский ОПК","Объединение оборонных предприятий в госхолдинги спасло российский ОПК после 1990-х годов, считает Чемезов",https://www.rbc.ru/politics/04/07/2024/6686313a9a7947c9041e0e5f,"Sun, 15 Dec 2024 21:13:13 +0300"
216,Надежда из Сухиновки,Надежда из Сухиновки,https://www.rbc.ru/photoslider/675f1a889a7947beb679feb2,"Sun, 15 Dec 2024 21:07:38 +0300"
217,Разрушенный краеведческий музей в Глушково,Разрушенный краеведческий музей в Глушково,https://www.rbc.ru/photoslider/675f19b39a79474f3bc9649d,"Sun, 15 Dec 2024 21:05:24 +0300"
218,Разрушения в Глушково,Разрушения в Глушково,https://www.rbc.ru/photoslider/675f18f09a7947a6ac0951b6,"Sun, 15 Dec 2024 21:01:29 +0300"
219,Сгоревшие машины в Глушково,Сгоревшие машины в Глушково,https://www.rbc.ru/photoslider/675f173b9a794791ba8fd35d,"Sun, 15 Dec 2024 20:56:49 +0300"
220,Советник Трампа назвал прекращение огня на Украине возможным первым шагом,"Ранее с предложением установить перемирие на Рождество выступил венгерский премьер Орбан, который близок с Трампом. По словам советника, команда нового президента ищет пути разрешения конфликта, который превратился в «мясорубку»",https://www.rbc.ru/politics/13/12/2024/675c67519a7947459b5b22f0,"Sun, 15 Dec 2024 20:42:19 +0300"
221,Власти Ульяновской области опровергли сообщения о взрыве близ депо,"Сообщения телеграм-каналов о взрыве на железнодорожных путях близ локомотивного депо в Ульяновске является фейком, сообщает пресс-служба Центра управления регионом (ЦУР) в телеграм-канале.",https://www.rbc.ru/politics/12/11/2024/6731b1219a79470463183d4a,"Sun, 15 Dec 2024 20:35:54 +0300"
222,Поврежденное здание администрации Глушковского района,Поврежденное здание администрации Глушковского района,https://www.rbc.ru/photoslider/675f10879a794721d232165d,"Sun, 15 Dec 2024 20:27:01 +0300"
223,Российский пловец Пригода выиграл третье серебро на ЧМ в Будапеште,"Россиянин разделил второе место на 50-метровке брассом с турком Эмре Сакчи, а победителем стал китаец Цинь Хайян",https://www.rbc.ru/sport/14/12/2024/675dc7bd9a7947a99b0cc789,"Sun, 15 Dec 2024 20:15:39 +0300"
224,МЧС приостановило эвакуацию экипажа севшего на мель близ Тамани танкера,"В связи с неблагоприятными погодными условиями МЧС пришлось приостановить эвакуацию экипажа танкера &laquo;Волгонефть 239&raquo;, который сел на мель близ порта Тамань, сообщает пресс-служба МЧС в телеграм-канале.",https://www.rbc.ru/rbcfreenews/675ebb789a7947d13bbad582,"Sun, 15 Dec 2024 20:12:30 +0300"
225,Захарова отреагировала на съемки кулинарного шоу в Киево-Печерской лавре,"Официальный представитель МИД России Мария Захарова отреагировала на съемки украинской кулинарной программы в Киево-Печерской лавре, заявив, что шеф-повара Евгения Клопотенко, утроившего шоу, &laquo;попутал бес&raquo;.",https://www.rbc.ru/rbcfreenews/64efbe399a794730828d0321,"Sun, 15 Dec 2024 20:08:14 +0300"
226,МИД сообщил о частичной эвакуации персонала дипмиссии России в Дамаске,"Несмотря на эвакуацию части персонала, посольство России в Сирии продолжает работать. Эвакуированных самолетом вывезли с российской авиабазы Хмеймим на аэродром Чкаловский в Подмосковье",https://www.rbc.ru/politics/14/12/2024/675da1fe9a794745178d6ca1,"Sun, 15 Dec 2024 20:05:47 +0300"
227,Американская пловчиха Уолш выиграла шестое золото на ЧМ в Будапеште,"Гретчен Уолш показала время 22,83 секунды на 50-метровке вольным стилем, улучшив свой же мировой рекорд, установленный накануне. Россиянка Арина Суркова финишировала восьмой",https://www.rbc.ru/sport/13/12/2024/675bf05a9a79470fe90f2b0b,"Sun, 15 Dec 2024 20:03:42 +0300"
228,Роман Ротенберг связал допуск сборной России по хоккею с уходом Байдена,"Первый вице-президент ФХР считает, что IIHF несамостоятельна в своих решениях, и предложил дождаться изменений в мире после смены президента в США. IIHF примет решение об участии россиян в Олимпиаде в феврале или марте",https://www.rbc.ru/sport/12/12/2024/675b30f99a7947c67e62969d,"Sun, 15 Dec 2024 19:43:49 +0300"
229,"Турция заявила, что не будет ждать еще 60 лет решений по Северному Кипру","Представитель Анкары отметил, что нужно признать реальность существования двух государств на Кипре. 20 лет назад попытка ООН по объединению разделенного с 1960-х годов острова провалилась",https://www.rbc.ru/politics/07/10/2022/63401f6f9a79475473fd612f,"Sun, 15 Dec 2024 19:41:28 +0300"
230,Турция заявила о планах новых властей Сирии убрать союзников США в стране,"Сирийские повстанцы согласились с Турцией о необходимости расформировать вооруженные отряды курдов, Анкара готова оказать новому правительству Сирии военную поддержку, заявил глава Минобороны. Поддержку курдам оказывают США",https://www.rbc.ru/rbcfreenews/675dd0e39a794746ceb40367,"Sun, 15 Dec 2024 19:31:38 +0300"
231,«Трактор» объявил о переходе двукратного чемпиона AHL,"Лидер Восточной конференции КХЛ подписал контракт с защитником Логаном Дэем, который провел 350 матчей во второй по уровню североамериканской лиге и дважды выиграл в ней главный трофей",https://www.rbc.ru/sport/30/10/2024/67225b7c9a7947f05b6dc073,"Sun, 15 Dec 2024 19:28:48 +0300"
232,У лыжницы Сметаниной парализовало правую сторону тела после инсульта,"Брат титулованной лыжницы рассказал, что Раиса Сметанина перенесла обширный инсульт, открывает глаза, ест, но не разговаривает, у нее не работает правая рука",https://www.rbc.ru/sport/06/11/2024/672b182c9a79474c2c15268e,"Sun, 15 Dec 2024 19:05:18 +0300"
233,От Абызова до Иванова: кто из российских чиновников был под следствием,Экс-губернатора Рязанской области и бывшего сенатора Совфеда Николая Любимова обвинили в получении взятки и отправили под арест. Какие российские чиновники и их заместители становились фигурантами уголовных дел &mdash; в обзоре РБК,https://www.rbc.ru/society/10/06/2022/62a2e5279a7947d82e02398b,"Sun, 15 Dec 2024 19:00:58 +0300"
234,«Известия» обнародовали разговор капитана тонущего танкера и диспетчера,"Танкер «Волгонефть» получил повреждения из-за непогоды и сел на мель в районе Керченского пролива. Капитан рассказал, что корпус судна «поломало». Экипаж эвакуировали, один человек погиб. У остальных — переохлаждение",https://www.rbc.ru/society/15/12/2024/675ebeee9a79476ee6dbf890,"Sun, 15 Dec 2024 18:59:31 +0300"
235,Братислава не увидела шанса для мира на Украине без уступок территорий,"Словацкий президент призвал быть «реалистами» и признать, что без территориальных уступок Украины мира не достичь. Также он выступал против ее членства в НАТО. Это созвучно с требованиями России для начала переговоров",https://www.rbc.ru/rbcfreenews/6750215c9a7947620e464460,"Sun, 15 Dec 2024 18:42:15 +0300"
236,Хинштейн выступил за эвакуацию жителей освобожденных курских территорий,"Жители курского приграничья долго были «в тяжелых условиях», их нужно эвакуировать с освобожденных территорий, заявил Хинштейн. Минобороны сообщало о возвращении контроля над тремя населенными пунктами. Бои с ВСУ идут с 6 августа",https://www.rbc.ru/politics/12/12/2024/675ac4699a79475e9813f077,"Sun, 15 Dec 2024 18:38:41 +0300"
237,Русскоязычная община в Финляндии потребовала открытия границ с Россией,"Русскоязычная община &laquo;Александровское общество&raquo; (Aleksanterinlitto) провела митинги в Хельсинки, Тампере, Лахти и Лаппеенранте с требованием к правительству Финляндии открыть границы с Россией, пишет Yle.",https://www.rbc.ru/politics/02/09/2024/66d60bce9a7947f88770e944,"Sun, 15 Dec 2024 18:31:13 +0300"
238,Бывшая российская фигуристка стала чемпионкой Казахстана,"Самоделкина получила за два проката 175,70 балла, опередив серебряного призера Зере Сарбалину более чем на 40 баллов. Самоделкина в этом году получила право представлять Казахстан и ушла из академии Плющенко",https://www.rbc.ru/sport/24/11/2024/67431d579a7947be054f678b,"Sun, 15 Dec 2024 18:02:09 +0300"
239,Спасатели установили связь с экипажем второго севшего на мель танкера,"Спасатели установили и поддерживают связь с экипажем танкера &laquo;Волгонефть 239&raquo;, который потерпел бедствие в Керченском проливе из-за шторма, сообщили в пресс-службе МЧС.",https://www.rbc.ru/society/15/12/2024/675ebeee9a79476ee6dbf890,"Sun, 15 Dec 2024 17:40:40 +0300"
240,Пострадавших при крушении танкера доставили в больницу Анапы,"11 пострадавших при крушении танкера &laquo;Волгонефть 212&raquo; в Керченском проливе доставили в больницу Анапы, у них переохлаждение, сообщил губернатор Краснодарского края Вениамин Кондратьев в телеграм-канале.",https://www.rbc.ru/rbcfreenews/675ebb789a7947d13bbad582,"Sun, 15 Dec 2024 17:32:35 +0300"
241,Патриарх Кирилл назвал богатство даром от Бога и призвал им делиться,"Богатство&nbsp;&mdash; это дар от Бога, которым следует делиться с нуждающимися в деньгах, сказал патриарх Кирилл после освящения храма Воскресения Словущего в Марьинском парке в Москве.",https://www.rbc.ru/business/17/01/2024/65a7c2dc9a794722c2e4c850,"Sun, 15 Dec 2024 17:28:04 +0300"
242,"NYT сообщила, из какого русского романа «черпает вдохновение Си Цзиньпин»","Си Цзиньпин в юности прочел роман Чернышевского «Что делать?» и вдохновился его героем Рахметовым. На саммите БРИКС он упоминал роман, говоря о необходимости твердой воли и решимости в достижении своих целей",https://www.rbc.ru/politics/17/11/2024/673946999a79470ef4d2e39c,"Sun, 15 Dec 2024 17:19:27 +0300"
243,СК ужесточил статью в деле о крушении танкеров в Керченском проливе,"Из-за гибели человека при крушении танкеров в Керченском проливе Следственный комитет переквалифицировал одно из уголовных дел на более тяжкую статью, сообщает пресс-служба ведомства по Крыму и Севастополю.",https://www.rbc.ru/rbcfreenews/675eb9489a7947a72cad9c32,"Sun, 15 Dec 2024 17:18:15 +0300"
244,Российская Team Spirit выиграла крупнейший турнир по Counter-Strike 2,В финале Team Spirit обыграла Faze Clan со счетом 2:1 и заработала $500 тыс. Cамым ценным игроком признали 17-летнего россиянина Данила Крышковца,https://www.rbc.ru/sport/20/12/2023/65829b209a7947a4e7d27066,"Sun, 15 Dec 2024 17:09:01 +0300"
245,Папа римский назвал братскими народы России и Украины,"Россияне и украинцы — двоюродные братья, а война — это всегда поражение, заявил папа римский. После начала боевых действий он неоднократно призывал их остановить, Ватикан говорил о готовности стать посредником в переговорах",https://www.rbc.ru/rbcfreenews/675c28859a794770b08ca8df,"Sun, 15 Dec 2024 16:57:49 +0300"
246,В ФИФА обвинили подрядчика в ситуации с картой Украины без Крыма,"На жеребьевке отбора ЧМ-2026 показали карту Украины без Крыма, украинская ассоциация пожаловалась в ФИФА, где обвинили во всем подрядчика. В Москве неоднократно говорили, что вопрос принадлежности полуострова закрыт",https://www.rbc.ru/sport/13/12/2024/675c61b39a7947a056e70bc8,"Sun, 15 Dec 2024 16:44:05 +0300"
247,Израиль и Иордания тайно обсудили последствия свержения Асада,"Спецслужбы Иордании и Израиля провели тайные переговоры о ситуации в Сирии, в частности обсудили свои контакты с повстанцами, пишут The Times of Israel и Axios. Лидер ХТШ обвинил еврейское государство в «неоправданной эскалации»",https://www.rbc.ru/politics/14/12/2024/675dacf99a7947123ac452e9,"Sun, 15 Dec 2024 16:36:51 +0300"
248,Сборная «Россия 25» выиграла Кубок «Первого канала» по хоккею,Заключительный для россиян матч с Казахстаном завершился со счетом 3:1. Российская команда под руководством Романа Ротенберга выиграла все три встречи на турнире,https://www.rbc.ru/sport/14/12/2024/675d83b29a7947a8558afa72,"Sun, 15 Dec 2024 16:32:53 +0300"
249,"МВД назвало сумму, которую основатель бренда «Хортиця» перевел ВСУ",Такие данные привел начальник Главного управления экономической безопасности и противодействия коррупции МВД Андрей Курносенко. Против украинского бизнесмена Черняка было возбуждено дело о финансировании терроризма,https://www.rbc.ru/business/10/06/2024/66672d729a794746e3b6729d,"Sun, 15 Dec 2024 16:29:24 +0300"
250,Путин дал поручения по спасательным работам в Керченском проливе,"Президент Владимир Путин поручил организовать спасательные работы в Керченском проливе после повреждения танкеров и разлива нефтепродуктов, заявил пресс-секретарь президента Дмитрий Песков.",https://www.rbc.ru/society/15/12/2024/675ebeee9a79476ee6dbf890,"Sun, 15 Dec 2024 16:08:30 +0300"
251,Путин вручит госнаграды призерам Паралимпиады в Париже,"Российские паралимпийцы выиграли 64 медали в Париже, в том числе 20 золотых. Указом президента девять паралимпийцев получат орден Почета, восемь — орден Дружбы, еще 22 — медали ордена «За заслуги перед Отечеством»",https://www.rbc.ru/sport/23/09/2024/66f17dee9a7947341965fcfc,"Sun, 15 Dec 2024 15:48:52 +0300"
252,На французский заморский регион Майотта обрушился ураган Шидо. Видео,"В результате урагана Шидо, который обрушился на Майотту&nbsp;&mdash; заморскую территорию Франции в Индийском океане, погибли 14 человек, сообщает телеканал BFMTV со ссылкой на источник в службах безопасности, а также источник AFP.",https://www.rbc.ru/rbcfreenews/6713c38d9a7947379b37510f,"Sun, 15 Dec 2024 15:40:53 +0300"
253,Кадыров сообщил об ударах «Искандером» по объекту в Харькове,После атаки беспилотников на Грозный глава Чечни передал оперативные данные о расположении украинских сил российским военным и они нанесли удары по объекту в Харькове. Кадыров пригрозил точными и жесткими ударами возмездия,https://www.rbc.ru/rbcfreenews/675dbd459a794799594ecd12,"Sun, 15 Dec 2024 15:14:33 +0300"
254,Глава Минобороны Турции не увидел признаков вывода войск России из Сирии,"Российские войска остаются на своих военных базах в Сирии, признаков вывода сил нет, заявил глава Минобороны Турции. По его словам, Анкара заявила Москве, что может помочь в этом вопросе, но Россия таких требований не предъявила",https://www.rbc.ru/politics/14/12/2024/675dacf99a7947123ac452e9,"Sun, 15 Dec 2024 14:53:26 +0300"
255,Биатлонисты Сливко и Латыпов выиграли гонки преследования в Ижевске,"В тройку призеров у мужчин также вошли Максим Цветков и Рустам Каюмов, у женщин — Наталия Шевченко и Ирина Казакевич",https://www.rbc.ru/sport/14/12/2024/675da1e99a7947ba5d928d81,"Sun, 15 Dec 2024 14:52:11 +0300"
256,СК возбудил дела из-за крушения танкеров у Керчи,"В связи с крушением танкеров с нефтепродуктами &laquo;Волгонефть 212&raquo; и &laquo;Волгонефть 239&raquo; в Керченском проливе возбуждены два уголовных дела, сообщило управление Следственного комитета по Крыму и Севастополю.",https://www.rbc.ru/society/11/10/2024/6708f2ea9a7947602d75343d,"Sun, 15 Dec 2024 14:47:16 +0300"
257,В Керченском проливе из-за ЧП с танкерами произошел разлив нефтепродуктов,"Из-за повреждения танкеров &laquo;Волгонефть 212&raquo; и &laquo;Волгонефть 239&raquo;, которые перевозили более 4 тыс.",https://www.rbc.ru/rbcfreenews/66e2a6579a7947e7ea2cb22d,"Sun, 15 Dec 2024 14:44:12 +0300"
258,МЧС сообщило о погибшем на терпящем бедствие танкере в Керченском проливе,"Из-за сильного ветра и волн в районе Керченского пролива были повреждены два танкера, один из них сел на мель, другой лег в дрейф. С первого судна эвакуировали экипаж из 13 человек, один из них погиб",https://www.rbc.ru/rbcfreenews/675eb0c19a7947282118ae03,"Sun, 15 Dec 2024 14:38:16 +0300"
259,Российских лучников-юниоров допустили на международные турниры,"Юниоры и кадеты смогут выступать в нейтральном статусе, специальных проверок им проходить не придется. В этом году российские лучники отказались ехать на Олимпиаду в нейтральном статусе",https://www.rbc.ru/sport/26/11/2024/67458b409a794744a7f01de3,"Sun, 15 Dec 2024 14:24:39 +0300"
260,Polskie Radio: ЕС введёт санкции против 16 человек за «гибридные действия»,Евросоюз собирается согласовать первые санкции против России за «гибридные действия». Читать далее,https://russian.rt.com/world/news/1409783-es-vvedyot-sankcii?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:56:17 +0300"
261,Омск выбран культурной столицей России в 2026 году,Омск выбран новой культурной столицей России в 2026 году. Читать далее,https://russian.rt.com/russia/news/1409782-omsk-kultura-stolica?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:51:04 +0300"
262,Спецоперация Z: хроника главных военных событий 15 декабря," Штурмовики 242-го полка ВС РФ установили контроль над Анновкой, «Грады» группировки «Запад» накрыли артиллерию ВСУ под Купянском, «Искандер-М» нагрянул в полевой лагерь противника в Сумской области, Су-35С прикрыли Су-34НВО в ходе удара по объектам ВСУ в Курской области, российские ФАБ разнесли украинскую переправу под Великой Новосёлкой и другие события спецоперации 15 декабря. Читать далее",https://russian.rt.com/ussr/video/1409765-hronika-glavnyh-voennyh-sobytii-15-dekabrya?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:50:19 +0300"
263,Испанский журналист: «Локомотив» просит у «Севильи» слишком большие деньги за Тикнизяна,Испанский журналист AS Хосе Антонио Эспина высказался о возможном переходе защитника «Локомотива» Наира Тикнизяна в «Севилью». Читать далее,https://russian.rt.com/sport/news/1409781-zhurnalist-lokomotiv-sevilya-tiknizyan?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:44:17 +0300"
264,N-TV: ФРГ стремится стать полноценным участником украинского конфликта,"Германия не желает вступать в прямое столкновение с Россией, но одновременно с этим делает всё, чтобы стать полноценной стороной украинского конфликта. Читать далее",https://russian.rt.com/world/news/1409780-frg-stremitsya-uchastnik?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:42:37 +0300"
265,Чемезов: решение о госхолдингах позволило вести военные действия,Консолидация оборонных предприятий в госхолдинги позволила в настоящее время вести военные действия. Такое мнение выразил глава «Ростеха» Сергей Чемезов. Читать далее,https://russian.rt.com/russia/news/1409779-chemezov-putin-otrasl?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:37:39 +0300"
266,"В «Реал Сосьедад» рассказали, когда ждать возвращения Захаряна на поле","Пресс-атташе «Реал Сосьедад» Йон Андер Мундуате рассказал, когда можно ожидать возвращения российского полузащитника Арсена Захаряна на поле. Читать далее",https://russian.rt.com/sport/news/1409777-real-sosedad-zaharyan?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:30:17 +0300"
267,Маск: США ждут проблемы из-за дефицита бюджета,"У Соединённых Штатов будут крупные проблемы, если у властей не получится сократить дефицит бюджета. Читать далее",https://russian.rt.com/world/news/1409775-mask-ssha-deficit?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:27:31 +0300"
268,При стрельбе на вечеринке в Хьюстоне погибли два подростка,При стрельбе на стихийной вечеринке в техасском городе Хьюстон погибли два подростка. Читать далее,https://russian.rt.com/world/news/1409776-strelba-vecherinka-ssha?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:24:58 +0300"
269,Anadolu: в Турции призвали признать существование на Кипре двух народов,"Власти Турции не желают тратить ещё 60 лет на проблему Кипра, необходимо признать реальность существования на острове двух народов. Читать далее",https://russian.rt.com/world/news/1409773-turciya-kipr-narody?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:15:04 +0300"
270,Сопредседатель АдГ Крупалла допустил выход ФРГ из НАТО,"Сопредседатель партии «Альтернатива для Германии» Тино Крупалла допустил, что ФРГ перестанет быть членом Североатлантического альянса. Читать далее",https://russian.rt.com/world/news/1409772-sopredsedatel-krupalla-frg-nato?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:14:59 +0300"
271,Кирьос: превратил бы матч с Синнером в настоящий бунт,"Австралийский теннисист Ник Кирьос ответил на вопрос, что он сделает в случае очного матча с первой ракеткой мира Янником Синнером на Australian Open. Читать далее",https://russian.rt.com/sport/news/1409774-kiros-sinner-match?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:14:25 +0300"
272,Matin Dimanche: дело против дяди Асада будет прекращено,"Дело в отношении дяди экс-лидера Сирии Башара Асада, 87-летнего Рифата Асада, будет прекращено швейцарским уголовным судом в ближайшее время. Читать далее",https://russian.rt.com/world/news/1409769-delo-protiv-dyadi-asad?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 23:03:07 +0300"
273,Свищёв — о российских пловцах на ЧМ: получилось триумфальное возвращение на международную арену,Депутат Госдумы РФ Дмитрий Свищёв высказался о выступлении россиян на чемпионате мира по плаванию на короткой воде. Читать далее,https://russian.rt.com/sport/news/1409770-svischyov-plovcy-rossiya?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:58:08 +0300"
274,Преданность Правде,"«Репортёр, корреспондент, журналист, работающий в условиях, сопряжённых с риском для жизни (а для профессии в целом это почти всегда сопутствующее обстоятельство), почти всегда не принадлежит своим близким. Командировки, летучки, горящие страны и природные катастрофы — мы где угодно, но не дома. В этом и романтика, и трагедия одновременно». Читать далее",https://russian.rt.com/opinion/1409753-pegov-den-pamyat-pogibshie-zhurnalisty?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:56:41 +0300"
275,Росрыболовство следит за ситуацией в Керченском проливе после ЧП с танкерами,Росрыболовство ведёт мониторинг обстановки в Керченском проливе в связи с ЧП с танкерами. Читать далее,https://russian.rt.com/russia/news/1409768-rosrybolovstvo-tanker-kerch?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:52:30 +0300"
276,Количество обращений на прямую линию с Путиным превысило 1 млн,Количество обращений на прямую линию с российским лидером Владимиром Путиным превысило 1 млн. Читать далее,https://russian.rt.com/russia/news/1409766-kolichestvo-obraschenii-putin?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:48:30 +0300"
277,Российские спортсмены планируют выступить на ЧМ-2025 по водным видам спорта,"Российские спортсмены, выступающие в плавании, прыжках в воду и синхронном плавании, планируют принять участие в чемпионате мира по водным видам спорта в Сингапуре. Читать далее",https://russian.rt.com/sport/news/1409767-rossiyane-chm-vodnye-vidy-sporta?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:43:48 +0300"
278,МЧС: в ЛНР микроавтобус с 17 пассажирами попал в ДТП,"В районе села Чугинка в Луганской Народной Республике микроавтобус с 17 пассажирами попал в аварию, столкнувшись с грузовиком. Читать далее",https://russian.rt.com/russia/news/1409764-mchs-lnr-mikroavtobus?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:39:35 +0300"
279,В школах в Калининградской области ввели свободное посещение,Свободное посещение ввели в школах Калининградской области из-за прогнозируемого штормового ветра 16 декабря. Читать далее,https://russian.rt.com/russia/news/1409763-kaliningrad-shkoly-poseschenie?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:34:48 +0300"
280,"Серебро Большунова, доминирование Сливко и провал Бажина: чем завершились третьи этапы КР по лыжным гонкам и биатлону"," Александр Большунов финишировал вторым в пасьюте на этапе Кубка России по лыжным гонкам в Чусовом. Трёхкратный олимпийский чемпион уступил лишь Илье Семикову, а сразу после забега отправился в Москву продолжать восстанавливаться от последствий коронавируса. У женщин золото сенсационно завоевала Елизавета Маслакова, на финише расправившаяся с Екатериной Смирновой и Дарьей Непряевой. В свою очередь, Виктория Сливко не оставила соперницам шансов в биатлонной гонке преследования, проходившей в рамках «Ижевской винтовки», а Эдуард Латыпов воспользовался провалом Кирилла Бажина, допустившего четыре промаха на заключительном огневом рубеже. Читать далее",https://russian.rt.com/sport/article/1409704-lyzhi-biatlon-bolshunov-maslakova-slivko-latypov?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:34:32 +0300"
281,Генштаб ВСУ назвал Кураховское направление одним из «самых горячих»,В Генштабе украинской армии назвали Кураховское направление одним из «самых горячих» в зоне проведения спецоперации. Читать далее,https://russian.rt.com/ussr/news/1409761-genshtab-vsu-kurahovskoe-napravlenie?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:31:42 +0300"
282,"Возобновлено железнодорожное сообщение между Россией, Китаем и КНДР"," Железнодорожное сообщение между Китаем и Россией возобновилось после перерыва с 2020 года из-за пандемии COVID-19. Пассажирские поезда из России в Китай будут курсировать ежедневно с 15 декабря, а также трижды в неделю в Северную Корею с 16 декабря. Возобновление движения связано с перегруженностью автомобильного пункта пропуска и интересом правительств обеих стран. Читать далее",https://russian.rt.com/world/video/1409759-vozobnovleno-zheleznodorozhnoe-soobschenie-rossiya-kitai-kndr?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:31:30 +0300"
283,Ибрагимов «задушил» Одилова в главном событии турнира АСА 182,Россиянин Адлан Ибрагимов одержал победу над таджикским бойцом Фаридуном Одиловым в главном поединке турнира АСА 182 в Москве. Читать далее,https://russian.rt.com/sport/news/1409762-ibragimov-odilov-asa?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:29:04 +0300"
284,В Одессе военкомы начали вручать повестки в костюмах Деда Мороза,Сотрудники военкоматов на Украине начали вручать повестки в костюмах Деда Мороза. Читать далее,https://russian.rt.com/ussr/news/1409760-odessa-kostyumy-povestki?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:21:33 +0300"
285,Зеленский: Украина готова помочь Сирии продовольствием,"Владимир Зеленский сообщил, что вместе с остальными представителями киевского режима обсудил помощь Сирии. Читать далее",https://russian.rt.com/ussr/news/1409758-zelenskii-ukraina-siriya?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:21:29 +0300"
286,У олимпийской чемпионки Сметаниной парализовало часть тела после инсульта, Брат четырёхкратной олимпийской чемпионки по лыжным гонкам Раисы Сметаниной Фёдор рассказал о её состоянии. Читать далее,https://russian.rt.com/sport/news/1409748-smetanina-paralizovalo-insult?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:14:14 +0300"
287,Лукашенко подарил султану Омана пистолет-пулемёт Шпагина,Белорусский лидер Александр Лукашенко в ходе визита в Оман встретился с султаном Хейсамом бен Тариком и обменялся с ним подарками. Читать далее,https://russian.rt.com/ussr/news/1409757-lukashenko-podaril-sultan-oman?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:10:39 +0300"
288,Нетаньяху поговорил с Трампом о необходимости довести до конца победу Израиля,"Премьер Израиля Биньямин Нетаньяху сообщил, что провёл с избранным президентом США Дональдом Трампом разговор о необходимости довести до конца победу Израиля в конфликте с Ираном. Читать далее",https://russian.rt.com/world/news/1409755-izrail-netanyahu-tramp?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:07:36 +0300"
289,Возмездие за атаку БПЛА на Грозный: ВС РФ нанесли удары «Искандером» по объекту ВСУ в Харькове," Российские военные нанесли два удара оперативно-тактическим ракетным комплексом «Искандер» по объектам ВСУ в Харькове в ответ на атаку украинских беспилотников на Грозный. Как сообщил глава Чечни Рамзан Кадыров, в результате уничтожены около 200 военнослужащих 82-й отдельной десантно-штурмовой бригады ВСУ. Он пообещал продолжать нанесение избирательных ударов по местам скопления личного состава ВСУ, если «представителям укрорейха» ещё придёт мысль ударить БПЛА по Чечне. Читать далее",https://russian.rt.com/ussr/article/1409683-kadyrov-vks-udary-harkov?utm_source=rss&utm_medium=rss&utm_campaign=RSS,"Sun, 15 Dec 2024 22:02:52 +0300"
